gem_id,gem_parent_id,source_language,target_language,source,target,references
wikilingua_crosslingual-train-2573376,wikilingua_crosslingual-train-2573376,fr,en,"Retirez les bigoudis au bout de 8 heures. Pour que vos cheveux sèchent complètement et que les boucles se fixent, attendez pendant au moins 8 heures avant d’enlever les accessoires. De nombreuses personnes mettent les bigoudis en place avant de se coucher et les retirent le lendemain matin . Si vous ne pouvez pas attendre pendant 8 heures, mettez la tête sous un sèche-cheveu fixe réglé sur une température chaude pendant au moins une heure.",Wait eight hours before removing the rollers.,['Wait eight hours before removing the rollers.']
wikilingua_crosslingual-train-2573384,wikilingua_crosslingual-train-2573384,fr,en,"Faites-la passer sur votre tête à la manière d'un bandeau. Relevez-la, faites-la passer sur le haut de votre tête et ramenez-la vers le bas derrière votre oreille de l'autre côté. Maintenez-la en place derrière votre oreille avec deux ou trois épingles à cheveux . Si vous le souhaitez, vous pouvez réaliser une tresse simple de chaque côté et faire passer les deux sur votre tête de manière à ce qu'elles se croisent une fois.",Secure the braid over the top of your head like a headband.,['Secure the braid over the top of your head like a headband.']
wikilingua_crosslingual-train-2573422,wikilingua_crosslingual-train-2573422,fr,en,"Lorsque vous voulez l'utiliser, prenez 100 g de la poudre, et mélangez-la à 500 ml de lait. Faites cuire le mélange dans une casserole à feu fort, en remuant constamment. Lorsque la crème commence à bouillir, réduisez le feu et faites mijoter pendant 3 à 5 minutes, en remuant. Une fois que la crème a épaissi, versez-la dans de petits bols, et laissez reposer pendant 5 minutes avant de servir. Vous pourrez servir la crème chaude ou froide.","Keep the instant pudding mixture in a cool, dry place.","['Keep the instant pudding mixture in a cool, dry place.']"
wikilingua_crosslingual-train-2573426,wikilingua_crosslingual-train-2573426,fr,en,Les ongles en gel commencent à s’écailler au bout d’une semaine ou deux et il est préférable d’attendre que le gel soit déjà bien écaillé et que l'essentiel du gel soit déjà parti avant de commencer à décoller soi-même le gel. Cela permettra d’éviter de trop abimer la surface de vos ongles.,Wait until the nails are mostly chipped away.,['Wait until the nails are mostly chipped away.']
wikilingua_crosslingual-train-2573726,wikilingua_crosslingual-train-2573726,fr,en,"Coupez les extrémités puis détaillez votre citron en neuf morceaux. Pour cela, réalisez quatre découpes parallèles deux à deux. De cette manière, vous pourrez isoler la partie centrale blanche contenant les pépins . N'utilisez pas cette partie, car son amertume risque de gâcher votre cocktail . Prévoyez trois ou quatre quartiers de citron par verre. Notez que cette quantité varie en fonction du gout de chacun. Certaines personnes mettent un citron entier par verre .",Slice your lime.,['Slice your lime.']
wikilingua_crosslingual-train-2573758,wikilingua_crosslingual-train-2573758,fr,en,"Cela vous aidera à distribuer la poudre sur leur surface de façon plus homogène. Continuez de les serrer l'une contre l'autre jusqu'à ce que la couleur soit uniforme et que toute la surface du rouge à lèvres ait une apparence mate . Si le rouge à lèvres est encore légèrement brillant, appliquez un peu plus de poudre transparente et serrez à nouveau les lèvres l'une contre l'autre.",Press your lips together.,['Press your lips together.']
wikilingua_crosslingual-train-2573774,wikilingua_crosslingual-train-2573774,fr,en,Vous allez vous en servir pour relier les armatures et la route. Prenez votre mètre ou votre règle et mesurez la longueur de la route. Vous devez créer des supports de connexion sur lesquels la route va reposer. Ils vont vous permettre de relier les murs à vos armatures en travers. Mesurez la longueur de la route et l'épaisseur de chaque armature.,Measure for cradle supports for your deck and truss joiners.,['Measure for cradle supports for your deck and truss joiners.']
wikilingua_crosslingual-train-2573888,wikilingua_crosslingual-train-2573888,fr,en,L'alcool à 70° (ou alcool isopropylique) se trouve facilement en pharmacie et au supermarché. N'essayez pas d'utiliser une boisson alcoolisée pour traiter vos chaussures. Elles finiraient simplement par empester l'alcool !,Obtain some rubbing alcohol.,['Obtain some rubbing alcohol.']
wikilingua_crosslingual-train-2573910,wikilingua_crosslingual-train-2573910,fr,en,"Choisissez des vêtements confortables et étirables. Optez pour un pantalon de yoga ou de sport. Pour le haut, préférez un débardeur ou un teeshirt. Si vous vous entrainez sur un sol revêtu d'une moquette, cet accessoire n'est pas nécessaire. Pour faciliter la réalisation du grand écart, prévoyez également un traversin et deux briques de yoga. Quel que soit l'exercice, il est nécessaire de s'hydrater régulièrement. Un manque d'hydratation augmente la fatigue musculaire et diminue les capacités physiques .","Dress yourself in comfortable, flexible clothing. Get an exercise or yoga mat, yoga blocks, and a bolster to use, or any suitable alternative(s). Fill up a water bottle to keep close.","['Dress yourself in comfortable, flexible clothing. Get an exercise or yoga mat, yoga blocks, and a bolster to use, or any suitable alternative(s). Fill up a water bottle to keep close.']"
wikilingua_crosslingual-train-2573928,wikilingua_crosslingual-train-2573928,fr,en,"Pour copier l'image, appuyez longuement dessus jusqu'à ce que vous voyiez un menu apparaitre. L'image sélectionnée sera enregistrée dans le presse-papier (un espace de stockage temporaire) de votre appareil. Appuyez longuement sur le document ou le champ dans lequel vous souhaitez insérer l'image.  Si vous souhaitez coller l'image dans une autre application, ouvrez l'application en question. L'image sera insérée dans le document ou le champ, là où vous avez positionné le curseur.",Select the image you want to copy. Tap Copy. Long tap on a document or field where you want to insert the image. Tap Paste.,['Select the image you want to copy. Tap Copy. Long tap on a document or field where you want to insert the image. Tap Paste.']
wikilingua_crosslingual-train-2574050,wikilingua_crosslingual-train-2574050,fr,en,"La batterie est maintenue en place par un adhésif, mais doit être dégagée pour libérer l’accès aux vis.  Insérez le tournevis entre la batterie et le dos de votre iPod. Remuez délicatement le tournevis en tirant doucement sur la batterie. Une fois que l’adhésif qui retenait la batterie cède, vous pourrez détacher votre batterie.",Carefully pry the battery out with a flat head screwdriver.,['Carefully pry the battery out with a flat head screwdriver.']
wikilingua_crosslingual-train-2574088,wikilingua_crosslingual-train-2574088,fr,en,"Le bouton d'appel de Dash se trouve en haut de la barre de lancement des applications, à gauche de l'écran, et se caractérise par le logo d'Ubuntu. Si vous avez placé la fonction initiale de ⊞ Win sur une autre touche, pressez plutôt celle-là.  Ceci aura pour effet d'ouvrir le terminal.",Click the Dash button or press . Type terminal. Press .,['Click the Dash button or press . Type terminal. Press .']
wikilingua_crosslingual-train-2574126,wikilingua_crosslingual-train-2574126,fr,en,Appliquez la poudre sur tout le tatouage jusqu’à ce qu’il soit bien recouvert. Servez-vous de vos doigts pour la frotter doucement sur le dessin tout en veillant à recouvrir toute la zone concernée . Le talc aidera à garder le tatouage en place.,Press baby powder into your tattoo.,['Press baby powder into your tattoo.']
wikilingua_crosslingual-train-2574168,wikilingua_crosslingual-train-2574168,fr,en,"Si vous voulez un café un peu plus relevé avec une pointe d'agrumes, essayez donc un B-52. Dans un verre à shot, pour bien faire le cocktail, vous devez verser en premier le liquide le plus dense et terminer avec le liquide le plus léger. Commencez donc par verser 15 ml de liqueur de café Kahlua, puis rajoutez 15 ml de liqueur de whisky Baileys. Enfin, terminez en ajoutant 15 ml de triple sec .",Add a citrus twist to your coffee and cream with a B-52.,['Add a citrus twist to your coffee and cream with a B-52.']
wikilingua_crosslingual-train-2574270,wikilingua_crosslingual-train-2574270,fr,en,"Tenez-la comme vous tiendriez une banane dessert en tenant le bas d'une main et en attrapant la tige de l'autre. Si la banane plantain est devenue brune et est bien mure, la peau devrait s'enlever facilement. br>",Grasp the plantain by the stem. Finished.,['Grasp the plantain by the stem. Finished.']
wikilingua_crosslingual-train-2574298,wikilingua_crosslingual-train-2574298,fr,en,"Une fois que les pousses sont cuites, vous pouvez les sortir du wok et les mettre dans un plat. Servez-les tout de suite ou elles vont perdre de leur texture. Pour un repas plus complet, servez-les avec du riz cuit à la vapeur.",Serve the stir fry immediately.,['Serve the stir fry immediately.']
wikilingua_crosslingual-train-2574322,wikilingua_crosslingual-train-2574322,fr,en,"Regarder les vidéos des autres gourous est une excellente façon d’apprendre sur les types de vidéos qui ont du succès. Bien sûr, ne copiez pas ce qu’ils font. Inspirez-vous de leurs exemples pour créer vos propres vidéos et contenus. Rappelez-vous juste qu’ils sont sur YouTube il y a longtemps et qu’ils sont assez expérimentés.","Start subscribing to other gurus. Don't worry about making your first video completely perfect, just like professional Youtubers.","[""Start subscribing to other gurus. Don't worry about making your first video completely perfect, just like professional Youtubers.""]"
wikilingua_crosslingual-train-2574360,wikilingua_crosslingual-train-2574360,fr,en,"Mettez le plat de noix de pécan au beurre dans le microonde et faites chauffer sur pleine puissance pendant une minute. Vous allez probablement commencer à sentir leur odeur et elles vont prendre une teinte plus foncée . Portez des maniques pour les sortir du microonde, car le plat va probablement être chaud. Mettez-les dans une plaque à four aux bords relevés et laissez-les refroidir complètement . Versez-les ensuite dans un récipient hermétique et consommez-les dans la semaine qui suit.",Microwave the nuts for 1 minute. Cool the pecans before you use them.,['Microwave the nuts for 1 minute. Cool the pecans before you use them.']
wikilingua_crosslingual-train-2574402,wikilingua_crosslingual-train-2574402,fr,en,Versez 500 ml d'eau tiède et quatre cuillères à soupe (60 ml) de jus de citron dans une bassine ou un seau. Remuez les liquides pour bien les mélanger. Le mieux est d'utiliser du jus de citron fraichement pressé .,Try lemon juice.,['Try lemon juice.']
wikilingua_crosslingual-train-2574444,wikilingua_crosslingual-train-2574444,fr,en,"Le sumac vénéneux grimpant peut s'entortiller autour des arbres. Quand il pousse ainsi, il produit des tas de petits plants de sumac sous forme de lianes. Inspectez toujours une plante grimpante si vous devez vous en approcher et voyez si d'autres plantes poussent à partir de la tige centrale. Le sumac à feuilles de chêne perd ses feuilles en hiver et vous ne verrez qu'une seule tige grimpante nue. Elle peut aussi provoquer une dermatite de contact. Ne touchez pas de plantes que vous ne connaissez pas !","Inspect vines before touching, brushing against them or walking through them. Remain vigilant even during the winter months.","['Inspect vines before touching, brushing against them or walking through them. Remain vigilant even during the winter months.']"
wikilingua_crosslingual-train-2574466,wikilingua_crosslingual-train-2574466,fr,en,"Débutez avec le ballon dans les deux mains, placées droites devant vous. Tenez le ballon entre les deux paumes. Gardez les coudes dépliés, mais tout de même souples. Il y a différentes manières de lancer le ballon pendant un service sauté. Certaines personnes utilisent leur main de frappe, d'autres préfèrent utiliser la main non dominante, d'autres encore utilisent les deux mains. L'important est de faire un lancer efficace, peu importe la méthode utilisée.",Set up the ball.,['Set up the ball.']
wikilingua_crosslingual-train-2574480,wikilingua_crosslingual-train-2574480,fr,en,"Prenez suffisamment de cire pour remplir un photophore en débordant un peu et mettez-la de côté. Essayez d'acheter de la cire en billes ou en flocons, car elle fond plus rapidement. Si vous en trouvez seulement en bloc, coupez-la en petits morceaux pour accélérer le procédé.   Vous devez ajouter de la cire à bougie à celle de la craie grasse, car les bougies faites uniquement à partir de craies grasses ne brulent pas aussi bien. La cire supplémentaire est nécessaire, car elle rétrécira en fondant.","Measure out enough wax to fill your candle holder, plus some extra and set it aside.","['Measure out enough wax to fill your candle holder, plus some extra and set it aside.']"
wikilingua_crosslingual-train-2574618,wikilingua_crosslingual-train-2574618,fr,en,"Les tresses à la mode viking ne sont pas parfaitement propres et lisses et cette coiffure est plus facile à réaliser 3 ou 4 jours après vous être lavé les cheveux. De cette façon, les huiles qu’ils contiennent les aideront à tenir et leur donneront de la texture. N’oubliez pas que cette coiffure est censée avoir un aspect un peu rustique et décoiffé .",Skip the shower.,['Skip the shower.']
wikilingua_crosslingual-train-2574738,wikilingua_crosslingual-train-2574738,fr,en,Recommencez ces étapes sur l'autre chaussure.,Lace your other shoe.,['Lace your other shoe.']
wikilingua_crosslingual-train-2574790,wikilingua_crosslingual-train-2574790,fr,en,"Trouvez une éponge à vaisselle propre (pas une éponge à récurer) et un stylo à bille dont vous pouvez retirer le bout .  Le mieux serait de trouver un stylo en plastique bon marché, du moment que vous pouvez facilement en retirer la mine et le tube d'encre. Un stylo transparent pourrait vous aider à voir ce que vous faites pendant que vous le faites. Servez-vous de vos doigts pour effiler et casser les fibres de l'éponge .",Gather your materials. Leave about 1/4-1/8 of an inch of the sponge sticking out of the pen.,['Gather your materials. Leave about 1/4-1/8 of an inch of the sponge sticking out of the pen.']
wikilingua_crosslingual-train-2574804,wikilingua_crosslingual-train-2574804,fr,en,"Au lieu d’utiliser des légumes classiques comme des carottes ou des petits pois, servez-vous des edamames. Ils apportent également un plus aux soupes mijotées. Si vous prévoyez de manger des crevettes, des scampis ou un simple plat de pâtes avec des légumes de saison, agrémentez-les de quelques fèves d’edamame pour une touche croustillante.",Add it to stews or soups. Pair it with pasta or shellfish dishes.,['Add it to stews or soups. Pair it with pasta or shellfish dishes.']
wikilingua_crosslingual-train-2575134,wikilingua_crosslingual-train-2575134,fr,en,"Nettoyez les légumes ainsi que le couteau et la planche à découper. Lavez le couteau et la planche à l'eau chaude savonneuse et rincez-les abondamment. Il ne faut pas laver les légumes avec du savon, mais rincez-les à l'eau chaude et si nécessaire, frottez-les avec une brosse ou un torchon. Utilisez un couteau aiguisé sans dents pour découper les légumes. Un couteau de boucher fonctionne bien, mais n'est pas nécessaire. Il est important d'utiliser un couteau bien aiguisé pour faire des incisions nettes.","Wash the knife, cutting board, and vegetables.","['Wash the knife, cutting board, and vegetables.']"
wikilingua_crosslingual-train-2575144,wikilingua_crosslingual-train-2575144,fr,en,"Si vous en avez mis sur du granite, du mastic, du ciment, de la brique, du grès, du carrelage ou une surface similaire, vous allez avoir besoin d'une brosse et de produits de nettoyage pour faire disparaitre le vernis .",Get nail polish off of your floor surface.,['Get nail polish off of your floor surface.']
wikilingua_crosslingual-train-2575302,wikilingua_crosslingual-train-2575302,fr,en,"Son logo figure une boussole bleue avec une aiguille rouge et blanche. C'est le premier menu dans la barre générale des menus en haut et à gauche. Cliquez sur la troisième option du menu déroulant. En haut de la fenêtre des préférences, c'est la septième icône depuis la gauche. C’est le seul bouton blanc de cette petite fenêtre. Tout ce qui apparait dans le cadre est un fichier temporaire, les cookies sont repérés par la mention Cookies sous le nom du site.",Open Safari. Click Safari. Click Preferences. Click the Privacy tab. Click Manage Website Data. Review your browser's cookies.,"[""Open Safari. Click Safari. Click Preferences. Click the Privacy tab. Click Manage Website Data. Review your browser's cookies.""]"
wikilingua_crosslingual-train-2575368,wikilingua_crosslingual-train-2575368,fr,en,Zebraboss va vous envoyer tous les jours une liste d'utilisateurs qui ne vous suivent plus. Vous allez devoir vous enregistrer en utilisant votre navigateur Internet.   Vous allez maintenant recevoir un email tous les jours avec une liste des utilisateurs qui ne vous suivent plus . Cliquez sur le lien de désinscription si vous ne voulez plus utiliser ce service.,Open a web browser. Navigate to http://www.zebraboss.com. Type your email address into the second box. Click Subscribe for the report.,['Open a web browser. Navigate to http://www.zebraboss.com. Type your email address into the second box. Click Subscribe for the report.']
wikilingua_crosslingual-train-2575390,wikilingua_crosslingual-train-2575390,fr,en,Penchez-vous doucement en avant et touchez-vous les pieds pour vous étirer. Expirez tout en vous courbant au niveau des hanches de manière à détendre votre dos. Prenez quelques inspirations profondes .,Fall forward gently and touch your toes to stretch out.,['Fall forward gently and touch your toes to stretch out.']
wikilingua_crosslingual-train-2575468,wikilingua_crosslingual-train-2575468,fr,en,"L'eau peut endommager votre bois brut, le faire gonfler ou le déformer. Au minimum, le résultat peut être différent de ce que vous espérez ou souhaitez . L'utilisation d'un produit liquide peut rendre la finition du bois difficile, au cas où vous auriez l'intention de le faire.",Avoid wet cleaning methods.,['Avoid wet cleaning methods.']
wikilingua_crosslingual-train-2575552,wikilingua_crosslingual-train-2575552,fr,en,"Le menu Pomme se trouve dans le coin supérieur gauche de l'écran. Sur les Mac anciens, vous devrez plutôt cliquer sur Mise à jour de logiciels. Vous trouverez cet onglet en bas de la fenêtre de l'App Store. Cela installera toutes les mises à jour disponibles, y compris les mises à jour du système. Les mises à jour de votre carte graphique sont incluses dans les mises à jour du système . À la fin de l'installation, vous serez invité(e) à redémarrer votre machine.",Click the Apple menu. Click the App Store option. Click the Updates tab. Click the Update All button. Wait for the updates to install.,['Click the Apple menu. Click the App Store option. Click the Updates tab. Click the Update All button. Wait for the updates to install.']
wikilingua_crosslingual-train-2575558,wikilingua_crosslingual-train-2575558,fr,en,Cliquez ou doublecliquez sur l’icône iTunes qui représente une note de musique multicolore sur un fond blanc. Cette option se trouve en haut de la fenêtre iTunes (Windows) ou de l’écran (Mac). Un menu déroulant apparaitra. Cette option se situe au milieu du menu déroulant Compte. Cela vous déconnectera immédiatement de votre compte iTunes.,Open iTunes. Click Account. Click Sign Out.,['Open iTunes. Click Account. Click Sign Out.']
wikilingua_crosslingual-train-2575754,wikilingua_crosslingual-train-2575754,fr,en,"Appuyez sur l'icône d'App Store sur votre iPad pour le lancer. Tapez Star Alliance dans le champ de recherche. Trouvez l'application et téléchargez-la. Appuyez sur le bouton Installer à côté de l'application, pour l'installer. Cette application est gratuite. Localisez l'application sur votre iPad. L'icône comporte un fond noir avec le logo de Star Alliance. Appuyez dessus pour l'ouvrir. Vous serez accueilli par une belle interface d'un globe en rotation.",Launch the App Store. Search for the Star Alliance app. Download Star Alliance Navigator. Launch Star Alliance Navigator.,['Launch the App Store. Search for the Star Alliance app. Download Star Alliance Navigator. Launch Star Alliance Navigator.']
wikilingua_crosslingual-train-2575898,wikilingua_crosslingual-train-2575898,fr,en,"Appliquez-le avant le fard. Pour obtenir le meilleur effet possible, vous devez appliquer votre fond de teint, votre anticerne, votre poudre bronzante et votre fard dans cet ordre. Après avoir mis le fard à joues, vous appliquerez du maquillage pour sourcils, du fard à paupières, de l'eye-liner et enfin du mascara . Il est important de vous maquiller dans cet ordre pour que votre maquillage ait une apparence harmonieuse et reste bien en place.",Apply your base before your blush.,['Apply your base before your blush.']
wikilingua_crosslingual-train-2575990,wikilingua_crosslingual-train-2575990,fr,en,Vous pouvez ajouter une nouvelle couleur pour ce nouveau rang si vous le souhaitez. Commencez à crocheter la nouvelle couleur en commençant dans n'importe quel coin (c'est-à-dire les trous laissés par les mailles en l'air entre chaque groupe de brides simples).,Start with a new color.,['Start with a new color.']
wikilingua_crosslingual-train-2576266,wikilingua_crosslingual-train-2576266,fr,en,Essuyez-le avec un chiffon doux propre pour éliminer tout résidu de pâte de coupe. Frottez-le jusqu’à ce qu’il ait une surface parfaitement brillante .,Apply a cutting compound to your buffing tool.,['Apply a cutting compound to your buffing tool.']
wikilingua_crosslingual-train-2576318,wikilingua_crosslingual-train-2576318,fr,en,"Prends 2 cuillères à soupe de bicarbonate de soude et verse-les dans la tasse qui sert de réservoir au volcan. Avant de faire quoi que ce soit, assure-toi d'abord que l'intérieur du volcan est complètement sec. La moindre humidité risque de faire pétiller le bicarbonate avant l'heure .   Le bicarbonate de soude est un ingrédient ménager courant et il est probable que tu en aies chez toi. Avant de l'utiliser, demande la permission à un parent ou un adulte.",Put 2 tablespoons of baking soda into the volcano.,['Put 2 tablespoons of baking soda into the volcano.']
wikilingua_crosslingual-train-2576506,wikilingua_crosslingual-train-2576506,fr,en,"Connectez les deux appareils à l'aide d'un câble USB.  Double-cliquez sur le sous-dossier ISO. Si vous ne voyez pas ce dossier, appuyez sur les touches Ctrl+⇧ Shift+N (PC) ou ⇧ Shift+⌘ Cmd+N (Mac) pour en créer un. Assurez-vous de mettre le nom du dossier en majuscules. Jouez au jeu, comme vous le faites pour les autres jeux.  Pour accéder au jeu, un redémarrage de la PSP peut s'avérer nécessaire. Si vous ne voyez pas le jeu sur la PSP, il est probable qu'il ne s'agisse pas d'une PSP3 flashée.","Connect the PSP to the computer. Turn on the PSP. Navigate to the Memory Stick folder and then double-click the subfolder called ""ISO. Open the Games folder on your PSP to find your game.","['Connect the PSP to the computer. Turn on the PSP. Navigate to the Memory Stick folder and then double-click the subfolder called ""ISO. Open the Games folder on your PSP to find your game.']"
wikilingua_crosslingual-train-2576572,wikilingua_crosslingual-train-2576572,fr,en,"Entassez-y les tomates simplement et videz autant que possible le contenant de son air. Gardez les tomates séchées dans un local frais et sec, à l’abri de la lumière. Si vous avez mis les tomates séchées dans un contenant hermétique, vous pouvez aussi les conserver dans un réfrigérateur ou dans le congélateur.",Store the dried tomatoes in a plastic bag or glass jar.,['Store the dried tomatoes in a plastic bag or glass jar.']
wikilingua_crosslingual-train-2576596,wikilingua_crosslingual-train-2576596,fr,en,"Elle doit être suffisamment résistante pour tenir d'elle-même. Les lis, les tournesols, les marguerites, les hortensias... sont des fleurs adaptées à un corsage de poignet.","Choose a large, healthy blossom.","['Choose a large, healthy blossom.']"
wikilingua_crosslingual-train-2576742,wikilingua_crosslingual-train-2576742,fr,en,"Vous pouvez créer un bracelet amusant, coloré et décontracté en attachant ensemble des boutons avec du fil de pêche. Achetez des boutons communs à deux trous, de tailles et de couleurs variées en fonction de votre style. Vous aurez également besoin de fil de pêche ou de fil élastique que vous doublerez pour que votre bracelet soit plus résistant.",Buy supplies.,['Buy supplies.']
wikilingua_crosslingual-train-2576802,wikilingua_crosslingual-train-2576802,fr,en,"S'il est dans la salle de bain, vous pourrez voir des taches laissées par le dentifrice, la laque ou d'autres produits d'hygiène et de beauté. S'il est dans le couloir, il peut y avoir de la saleté ou de la poussière accumulée à certains endroits. Examinez toute la surface pour identifier toutes les taches afin d'éviter de laisser des marques après le nettoyage .",Scan the mirror for stains.,['Scan the mirror for stains.']
wikilingua_crosslingual-train-2576852,wikilingua_crosslingual-train-2576852,fr,en,"Posez la passoire dans l’évier et mettez-y toutes les graines. Passez-les sous l’eau froide et remuez la passoire en faisant des ronds pour vous assurer de rincer toutes les graines. Ensuite, posez la passoire et mélangez les graines avec vos mains tout en les laissant sous le filet d’eau pour les rincer toutes .  Éliminez les bouts de pulpe encore attachés aux graines. Ne vous inquiétez pas si les graines ont l’air un peu visqueuses, cela ne veut pas dire qu’elles ne sont pas propres !",Rinse the seeds in a colander with cool water.,['Rinse the seeds in a colander with cool water.']
wikilingua_crosslingual-train-2576860,wikilingua_crosslingual-train-2576860,fr,en,"Les vieux essuie-glaces deviennent durs et se fissurent au fil du temps, en particulier sous climat chaud et sec. Si votre essuie-glace semble avoir perdu de son élasticité, il est probablement temps de le remplacer.",Examine the wipers for cracks.,['Examine the wipers for cracks.']
wikilingua_crosslingual-train-2576912,wikilingua_crosslingual-train-2576912,fr,en,Il est important de prendre cette précaution pour qu’il soit suffisamment chaud pour pouvoir rôtir les pommes de terre. Réglez-le à 220 °C et laissez-le chauffer à fond .,Preheat the oven.,['Preheat the oven.']
wikilingua_crosslingual-train-2577092,wikilingua_crosslingual-train-2577092,fr,en,"Si vous utilisez un crayon normal, vous obtiendrez un bleu qui aura l'air plus vieux, mais vous pouvez utiliser une grande variété de couleurs pour donner un peu de fantaisie à votre bleu. Utilisez un crayon à papier normal et des crayons de bleu foncé et de violet pour le bleu.",Pick a variety of colors.,['Pick a variety of colors.']
wikilingua_crosslingual-train-2577102,wikilingua_crosslingual-train-2577102,fr,en,"Suivez les instructions qui s'affichent à l'écran pour restaurer votre PC. Une fois terminé, Windows affichera un écran de configuration et votre PC sera réinitialisé avec les paramètres d'usine .",Follow the on-screen instructions to reset your PC.,['Follow the on-screen instructions to reset your PC.']
wikilingua_crosslingual-train-2577116,wikilingua_crosslingual-train-2577116,fr,en,"Une semaine environ après avoir planté vos carottes, ratissez la terre afin d'éviter la pousse des mauvaises herbes et d'interrompre la croissance de celles qui ont pris racine. Passez le râteau perpendiculairement aux sillons avec douceur. Cette opération ne va pas gêner le développement des carottes.",Rake the soil.,['Rake the soil.']
wikilingua_crosslingual-train-2577152,wikilingua_crosslingual-train-2577152,fr,en,Le nœud classique se noue de la façon dont vous nouez vos lacets. Il vous faudra 12 à 15 cm de ruban et un élastique à cheveux.,Try the classic bow for an easy style.,['Try the classic bow for an easy style.']
wikilingua_crosslingual-train-2577156,wikilingua_crosslingual-train-2577156,fr,en,"Pendant que vous faites dorer le rôti, allumez le four pour qu’il ait le temps de chauffer avant d’y mettre la viande. Essayez de le préchauffer au moins une demi-heure avant de faire cuire la viande pour qu’il atteigne 180 °C lorsque le rôti est prêt à être mis au four . Si vous avez une mijoteuse, vous pouvez vous en servir pour obtenir une viande plus juteuse et tendre. N’oubliez pas cependant que la mijoteuse va prendre plusieurs heures pour la cuire.",Preheat your oven to 350 °F (177 °C).,['Preheat your oven to 350\xa0°F (177\xa0°C).']
wikilingua_crosslingual-train-2577174,wikilingua_crosslingual-train-2577174,fr,en,"Vous allez devoir vous connecter à votre compte avant de pouvoir continuer. C'est l'adresse pour accéder au site mobile. Si seulement le site « facebook.com » est bloqué sur le réseau de votre école, cela devrait vous permettre d'y accéder. La version mobile a l'air différente de la version sur ordinateur, mais elles fonctionnent toutes les deux de la même façon.",Open a browser. Type m.facebook.com into your browser's address bar. Press ↵ Enter.,"[""Open a browser. Type m.facebook.com into your browser's address bar. Press ↵ Enter.""]"
wikilingua_crosslingual-train-2577390,wikilingua_crosslingual-train-2577390,fr,en,"Si la tache n'a pas complètement disparu après avoir appliqué la pâte, mettez une nouvelle couche de bicarbonate, mais cette fois, vaporisez du vinaigre. Laissez agir 5 minutes avant de retirer la pâte.",Reapply the paste with vinegar if the stain persists.,['Reapply the paste with vinegar if the stain persists.']
wikilingua_crosslingual-train-2577408,wikilingua_crosslingual-train-2577408,fr,en,"Vous aurez besoin d’un crayon noir pour les yeux, d’un autre de couleur claire et d’un crayon ou d’une ombre à paupières blanche. Le type d’ombre à paupières que vous utiliserez importe peu. Prenez simplement le pinceau ou l’applicateur que vous utilisez habituellement. Pour appliquer votre maquillage, utilisez un miroir de poche ou placez-vous devant un miroir mural. La seconde option sera la plus simple, car elle vous permettra de garder les deux mains libres.",Grab some makeup. Get some black eye shadow. Get a utensil to apply the shadow. Make sure you have a mirror handy.,['Grab some makeup. Get some black eye shadow. Get a utensil to apply the shadow. Make sure you have a mirror handy.']
wikilingua_crosslingual-train-2577480,wikilingua_crosslingual-train-2577480,fr,en,"Dans Windows, Skype se trouve dans la liste des applications, dans votre menu de démarrage. Sur Mac, Skype se trouve dans le dossier Applications. Quand vous recevez un appel, plusieurs icônes s’affichent à côté de l’identité de l’appelant. Cela vous permet d’ouvrir le micro sans ouvrir la caméra. Vous pourrez ainsi répondre à l’appel sans utiliser la vidéo.",Open Skype. Click the green and white phone receiver icon.,['Open Skype. Click the green and white phone receiver icon.']
wikilingua_crosslingual-train-2577548,wikilingua_crosslingual-train-2577548,fr,en,"Laissez-les cuire pendant une à deux minutes avant de les retourner avec une spatule. Ensuite, faites-les cuire encore une minute et retournez-les une nouvelle fois pour qu'elles soient chaudes de tous les côtés . Si vous faites réchauffer des pommes allumettes, vous devriez les laisser seulement deux à trois minutes tandis que les frites plus épaisses doivent rester environ cinq minutes.",Cook the fries for 2 to 5 minutes and flip them halfway.,['Cook the fries for 2 to 5 minutes and flip them halfway.']
wikilingua_crosslingual-train-2577580,wikilingua_crosslingual-train-2577580,fr,en,"Faites-en un carré parfait en repliant un coin vers la face opposée, en diagonale. Une bande de 8,7 cm dépassera de la partie pliée. Découpez-la pour ne garder que le carré. À chaque étape de cette méthode, assurez-vous que vos plis sont nets et bien marqués. S'ils ne sont pas nets et symétriques, votre flocon risque d'être de travers.",Get a sheet of 8.,['Get a sheet of 8.']
wikilingua_crosslingual-train-2577706,wikilingua_crosslingual-train-2577706,fr,en,"Un pashmina ou un châle rectangulaire peuvent être utilisés ici. Vous aurez besoin aussi d'une épingle. L'écharpe doit avoir l'air d'être une longue boucle qui, souple, contourne votre tête et votre menton. Vérifiez qu'elle est bien fixée et qu'elle ne glissera pas.",Choose a rectangular scarf. Adjust the scarf as needed.,['Choose a rectangular scarf. Adjust the scarf as needed.']
wikilingua_crosslingual-train-2577724,wikilingua_crosslingual-train-2577724,fr,en,"Une telle solution de nettoyage fonctionne rapidement sur le cuivre, comme celui dont sont faits les centimes et les fonds de batterie de cuisine. Vous pouvez acheter la marque que vous préférez.",Obtain some Bar Keeper's Friend.,"[""Obtain some Bar Keeper's Friend.""]"
